,publisher_id,publisher_name,publication_date,book_id
0,1,10/18,2001-02-15,6904
1,1,10/18,1998-11-18,7329
2,2,1St Book Library,2003-01-14,8093
3,3,Aa World Services,2002-02-10,926
4,4,Abacus,1997-03-03,2069
5,4,Abacus,2005-01-20,8768
6,4,Abacus,2004-02-05,8656
7,4,Abacus,1989-02-01,1756
8,4,Abacus,1995-11-12,10583
9,4,Abacus,2000-04-01,1897
10,5,Abstract Studio,2005-12-14,4359
11,6,Academy Chicago,2005-08-30,6297
12,7,Ace,1987-06-15,10123
13,7,Ace,2005-10-04,10219
14,7,Ace,2003-01-28,5093
15,7,Ace,2007-08-07,5764
16,7,Ace,1989-12-01,5636
17,7,Ace,1988-04-01,5635
18,7,Ace,2006-11-07,5491
19,7,Ace,2007-01-02,5493
20,7,Ace,2007-03-06,5492
21,7,Ace,1985-02-01,10224
22,7,Ace,2006-08-01,5765
23,7,Ace,2013-06-04,10609
24,7,Ace,2006-06-06,5494
25,7,Ace,2001-11-01,5768
26,7,Ace,1998-10-01,5769
27,7,Ace,2006-03-07,5899
28,7,Ace,2006-11-01,7736
29,7,Ace,1987-07-15,7785
30,7,Ace,1993-12-01,9030
31,7,Ace,2001-05-01,9036
32,7,Ace,1997-09-15,9616
33,7,Ace,2007-03-27,9679
34,7,Ace,2004-03-02,9999
35,7,Ace,1995-04-24,10006
36,7,Ace,1981-11-01,10116
37,7,Ace,1995-12-01,7404
38,7,Ace,2007-05-10,7117
39,7,Ace,2006-09-26,7008
40,7,Ace,2006-07-25,7005
41,7,Ace,2005-12-06,6599
42,7,Ace,2001-12-31,6598
43,7,Ace,1989-09-01,6517
44,7,Ace,1987-06-15,10686
45,7,Ace,1991-08-01,10120
46,7,Ace,2005-09-27,6225
47,7,Ace,2002-07-30,5092
48,7,Ace,2005-06-28,7637
49,7,Ace,1987-07-15,4295
50,7,Ace,2004-11-02,4134
51,7,Ace,2003-10-28,3819
52,7,Ace,2003-09-30,3818
53,7,Ace,2005-08-01,3817
54,7,Ace,1998-12-01,2261
55,7,Ace,2005-05-01,2259
56,7,Ace,1996-09-01,1607
57,7,Ace,2006-10-31,1568
58,7,Ace,2005-02-19,1159
59,7,Ace,1995-04-15,540
60,7,Ace,1988-06-01,154
61,7,Ace,1991-10-01,153
62,7,Ace,1987-08-15,72
63,7,Ace,1987-07-15,68
64,7,Ace,1987-07-01,67
65,7,Ace,1987-06-15,66
66,7,Ace,2006-07-30,10837
67,7,Ace,1987-04-15,4306
68,7,Ace,1987-03-01,4305
69,7,Ace,2006-12-05,7635
70,7,Ace,1997-08-01,4790
71,7,Ace,2006-07-01,4944
72,7,Ace,1990-01-01,4307
73,7,Ace,1988-06-01,4642
74,7,Ace,2006-06-27,4945
75,7,Ace,2004-12-28,4640
76,7,Ace,1987-05-15,4788
77,7,Ace,1993-02-01,4634
78,7,Ace,1991-02-01,4632
79,7,Ace,1986-03-01,4597
80,7,Ace,1992-12-01,4312
81,7,Ace,1994-01-01,4311
82,7,Ace,2002-07-02,5091
83,7,Ace,1993-05-01,4308
84,7,Ace,1990-03-01,4633
85,7,Ace,2006-06-27,4789
86,8,Actes Sud,2002-11-07,202
87,8,Actes Sud,1993-08-10,3216
88,9,Addison Wesley,2007-03-01,6986
89,10,Addison-Wesley Professional,1999-10-30,1206
90,10,Addison-Wesley Professional,1997-09-27,7264
91,10,Addison-Wesley Professional,1999-07-08,10966
92,10,Addison-Wesley Professional,1995-08-12,3801
93,11,Adv Manga,2004-10-12,3970
94,11,Adv Manga,2005-01-18,3969
95,11,Adv Manga,2004-07-06,6090
96,11,Adv Manga,2005-03-01,3831
97,11,Adv Manga,2006-06-06,3829
98,11,Adv Manga,2005-06-14,3832
99,11,Adv Manga,2004-02-17,10730
100,11,Adv Manga,2003-12-29,6022
101,11,Adv Manga,2006-03-21,3830
102,11,Adv Manga,2004-08-24,3971
103,12,Aegypan,2006-10-01,8549
104,13,Aha! Process,2006-02-09,1294
105,14,Ait Planet Lar,2005-01-18,9284
106,15,Aladdin,1999-06-01,7246
107,15,Aladdin,2003-04-01,7431
108,15,Aladdin,2004-07-01,6931
109,15,Aladdin,2006-12-26,4851
110,15,Aladdin,2001-07-01,893
111,15,Aladdin,2006-06-01,2212
112,15,Aladdin,2004-10-01,8585
113,15,Aladdin,1995-11-01,3444
114,15,Aladdin,1995-06-01,8731
115,15,Aladdin,2004-07-01,8834
116,15,Aladdin,2012-03-21,8835
117,15,Aladdin,1999-09-01,9178
118,15,Aladdin,1989-10-01,9179
119,15,Aladdin,1992-10-31,9343
120,15,Aladdin,1999-10-01,9489
121,15,Aladdin,2003-02-01,9490
122,15,Aladdin,2004-07-01,9957
123,15,Aladdin,2003-12-01,3882
124,15,Aladdin,1998-09-01,10225
125,16,Albert Whitman Company,2003-01-01,2570
126,16,Albert Whitman Company,2000-01-01,2408
127,17,Albin Michel,2002-11-01,2400
128,17,Albin Michel,1994-10-01,3136
129,17,Albin Michel,2002-03-01,3152
130,17,Albin Michel,2000-03-01,10570
131,17,Albin Michel,2001-06-13,1247
132,18,Alcoholics Anonymous World Services,1993-08-01,925
133,19,Alderac Entertainment Group,2003-04-01,6430
134,19,Alderac Entertainment Group,2005-06-06,6856
135,20,Alfabeta Bokförlag,1999-09-01,8029
136,21,Alfaguara,2004-03-01,6809
137,21,Alfaguara,2005-11-10,2996
138,21,Alfaguara,2006-07-01,2316
139,21,Alfaguara,2006-10-01,3199
140,21,Alfaguara,2005-12-01,780
141,22,Alfaguara Infantil,2000-06-01,11106
142,23,Alfred A. Knopf,2006-09-19,5874
143,23,Alfred A. Knopf,1993-10-26,6107
144,23,Alfred A. Knopf,2005-07-12,6169
145,23,Alfred A. Knopf,2005-05-10,6170
146,23,Alfred A. Knopf,2006-05-23,6767
147,23,Alfred A. Knopf,1988-05-12,6881
148,23,Alfred A. Knopf,1992-04-21,7757
149,23,Alfred A. Knopf,2002-09-10,1886
150,23,Alfred A. Knopf,1978-07-12,1962
151,23,Alfred A. Knopf,1996-09-03,7758
152,23,Alfred A. Knopf,2018-07-15,8072
153,23,Alfred A. Knopf,2003-04-29,7046
154,23,Alfred A. Knopf,1972-12-31,5871
155,23,Alfred A. Knopf,2006-05-09,5271
156,23,Alfred A. Knopf,2006-03-14,5273
157,23,Alfred A. Knopf,1999-02-01,8510
158,23,Alfred A. Knopf,1995-02-21,137
159,23,Alfred A. Knopf,2011-06-14,139
160,23,Alfred A. Knopf,2006-05-02,250
161,23,Alfred A. Knopf,1994-10-18,489
162,23,Alfred A. Knopf,2004-08-10,573
163,23,Alfred A. Knopf,1950-06-27,783
164,23,Alfred A. Knopf,2006-08-30,826
165,23,Alfred A. Knopf,2003-03-31,5216
166,23,Alfred A. Knopf,2006-10-31,1032
167,23,Alfred A. Knopf,2005-12-07,1077
168,23,Alfred A. Knopf,2002-12-17,5302
169,23,Alfred A. Knopf,2006-11-07,2670
170,23,Alfred A. Knopf,2007-01-16,9845
171,23,Alfred A. Knopf,1994-04-16,8611
172,23,Alfred A. Knopf,2007-01-16,5204
173,23,Alfred A. Knopf,2006-09-12,5174
174,23,Alfred A. Knopf,1994-05-10,5049
175,23,Alfred A. Knopf,2006-08-22,4636
176,23,Alfred A. Knopf,1998-10-27,4427
177,23,Alfred A. Knopf,1966-05-01,4370
178,23,Alfred A. Knopf,2004-10-28,4022
179,23,Alfred A. Knopf,2007-01-23,3902
180,23,Alfred A. Knopf,1990-05-05,3692
181,23,Alfred A. Knopf,2005-09-13,3607
182,23,Alfred A. Knopf,2006-11-14,3601
183,23,Alfred A. Knopf,2006-10-24,3389
184,23,Alfred A. Knopf,2006-08-29,2678
185,23,Alfred A. Knopf,2007-04-10,11086
186,23,Alfred A. Knopf,2007-09-01,11083
187,23,Alfred A. Knopf,2001-04-24,11048
188,23,Alfred A. Knopf,2002-08-13,11046
189,23,Alfred A. Knopf,2006-10-17,3342
190,23,Alfred A. Knopf,2006-06-06,3184
191,23,Alfred A. Knopf,1997-10-21,11045
192,23,Alfred A. Knopf,1992-04-21,3124
193,23,Alfred A. Knopf,1992-04-07,3079
194,23,Alfred A. Knopf,2006-08-22,11004
195,23,Alfred A. Knopf,2006-05-09,9985
196,23,Alfred A. Knopf,2005-10-25,9978
197,23,Alfred A. Knopf,2006-09-26,1783
198,23,Alfred A. Knopf,2007-09-01,11084
199,23,Alfred A. Knopf,2006-10-17,1796
200,24,Alianza Editorial,2005-09-19,7236
201,25,Allen & Ulwin,2006-10-24,2946
202,26,Allen Lane,1979-06-01,7702
203,26,Allen Lane,2005-06-28,2787
204,27,Allworth,1999-12-01,7969
205,28,Alpha,1997-12-01,9149
206,28,Alpha,2006-06-27,3427
207,29,Amadeus,2006-06-01,685
208,30,Amereon Limited,1976-06-01,5355
209,31,America'S Test Kitchen,2005-11-15,8365
210,31,America'S Test Kitchen,2006-09-01,1792
211,32,American Diabetes Association,2006-10-15,1898
212,33,Amistad,2006-01-10,2114
213,33,Amistad,2006-08-29,3213
214,33,Amistad,2006-10-10,2410
215,33,Amistad,2019-03-05,10828
216,33,Amistad,2002-10-01,9639
217,33,Amistad,1996-01-05,9570
218,33,Amistad,1990-01-22,9569
219,33,Amistad,2006-05-30,9432
220,33,Amistad,2006-08-29,40
221,33,Amistad,2006-10-24,2944
222,34,Amr/Advanced Management Reports,1985-12-01,10922
223,35,Anagrama,2001-06-01,521
224,35,Anagrama,2008-03-01,524
225,35,Anagrama,2016-06-30,3009
226,35,Anagrama,2013-10-31,9688
227,35,Anagrama,1995-07-01,9789
228,35,Anagrama,2005-07-01,525
229,35,Anagrama,2009-07-15,522
230,36,Anchor,2006-03-28,311
231,36,Anchor,2005-03-08,3438
232,36,Anchor,2005-05-10,1100
233,36,Anchor,1998-01-20,4889
234,36,Anchor,2003-12-02,10181
235,36,Anchor,1998-12-01,10164
236,36,Anchor,1998-09-08,9624
237,36,Anchor,1988-06-01,9131
238,36,Anchor,2001-01-16,9077
239,36,Anchor,2006-02-14,8661
240,36,Anchor,2006-06-06,8561
241,36,Anchor,2001-08-21,8450
242,36,Anchor,2006-11-14,8447
243,36,Anchor,2005-04-19,8342
244,36,Anchor,2002-06-11,8341
245,36,Anchor,2002-09-24,8014
246,36,Anchor,1993-01-01,7663
247,36,Anchor,2002-11-12,4769
248,36,Anchor,1974-03-05,7613
249,36,Anchor,2005-05-10,7161
250,36,Anchor,1990-05-07,849
251,36,Anchor,2005-02-22,7126
252,36,Anchor,2004-07-27,7106
253,36,Anchor,2006-11-14,6748
254,36,Anchor,2005-01-04,6490
255,36,Anchor,2006-01-24,6227
256,36,Anchor,2002-02-19,6132
257,36,Anchor,1996-01-01,6000
258,36,Anchor,2006-04-11,5928
259,36,Anchor,2004-09-14,5924
260,36,Anchor,1998-11-10,5570
261,36,Anchor,2006-02-14,5319
262,36,Anchor,2000-08-29,4978
263,36,Anchor,2007-03-13,7310
264,36,Anchor,1971-07-06,4677
265,36,Anchor,1997-01-15,7160
266,36,Anchor,2002-09-17,4498
267,36,Anchor,2006-03-28,1230
268,36,Anchor,2006-04-11,1444
269,36,Anchor,2002-05-14,4512
270,36,Anchor,2010-10-05,1459
271,36,Anchor,1996-10-18,1595
272,36,Anchor,2000-04-04,1596
273,36,Anchor,2000-06-06,1600
274,36,Anchor,1993-12-01,1645
275,36,Anchor,1999-11-02,1916
276,36,Anchor,1999-11-02,1918
277,36,Anchor,1998-12-29,1920
278,36,Anchor,1994-11-01,1921
279,36,Anchor,2006-03-14,1958
280,36,Anchor,2002-11-12,1959
281,36,Anchor,1999-08-17,2195
282,36,Anchor,2004-04-13,1713
283,36,Anchor,2000-02-15,2939
284,36,Anchor,2003-03-11,3131
285,36,Anchor,2000-10-17,3171
286,36,Anchor,1998-05-11,3175
287,36,Anchor,2006-07-11,3244
288,36,Anchor,2001-01-16,4011
289,36,Anchor,2004-12-28,4426
290,36,Anchor,2005-09-13,4030
291,36,Anchor,1991-12-01,4217
292,36,Anchor,2005-07-12,4425
293,36,Anchor,1976-06-16,4314
294,36,Anchor,1983-10-11,4315
295,36,Anchor,1975-05-20,2508
296,36,Anchor,2005-07-12,4479
297,37,Anchor Books,2006-09-12,2472
298,37,Anchor Books,2006-12-26,2663
299,37,Anchor Books,2006-11-14,2654
300,37,Anchor Books,2005-11-08,3128
301,37,Anchor Books,2001-11-06,3398
302,37,Anchor Books,1993-12-27,2650
303,37,Anchor Books,1989-09-20,2000
304,37,Anchor Books,1994-01-01,1597
305,37,Anchor Books,2007-06-29,1924
306,37,Anchor Books,1997-09-17,1599
307,37,Anchor Books,1991-12-01,1598
308,37,Anchor Books,1999-12-03,1502
309,37,Anchor Books,1989-12-01,1493
310,37,Anchor Books,2006-05-30,1476
311,37,Anchor Books,2003-07-10,584
312,37,Anchor Books,1988-03-01,3544
313,37,Anchor Books,1999-10-19,586
314,37,Anchor Books,2003-02-06,1970
315,37,Anchor Books,1999-01-19,3741
316,37,Anchor Books,2006-10-31,9760
317,37,Anchor Books,1999-06-15,4501
318,37,Anchor Books,1997-01-20,567
319,37,Anchor Books,2003-11-11,10863
320,37,Anchor Books,2005-07-12,10836
321,37,Anchor Books,1997-09-22,10612
322,37,Anchor Books,1992-01-05,10352
323,37,Anchor Books,2007-01-09,9958
324,37,Anchor Books,2003-08-26,9767
325,37,Anchor Books,2003-09-09,9577
326,37,Anchor Books,2004-05-11,4029
327,37,Anchor Books,1989-01-01,9517
328,37,Anchor Books,2009-01-16,9516
329,37,Anchor Books,2005-09-20,8449
330,37,Anchor Books,2001-04-17,7170
331,37,Anchor Books,1994-01-01,7159
332,37,Anchor Books,1997-03-11,6602
333,37,Anchor Books,2006-10-10,5270
334,37,Anchor Books,2006-09-12,4772
335,37,Anchor Books,1999-01-04,4511
336,37,Anchor Books,2005-09-22,362
337,38,Andrews & Mcmeel,1996-05-01,10749
338,39,Apple,1997-12-31,9806
339,40,Archaia,2011-09-20,5514
340,40,Archaia,2005-12-14,44
341,41,Arden Shakespeare,2001-07-05,10383
342,41,Arden Shakespeare,1979-09-06,8621
343,42,Aris & Phillips,1996-12-01,3358
344,42,Aris & Phillips,1992-01-01,9213
345,43,Arkana,1990-12-07,8011
346,44,Arrow,2005-06-02,8345
347,44,Arrow,2005-06-02,8344
348,44,Arrow,2002-11-07,8166
349,44,Arrow,2004-11-04,8165
350,44,Arrow,2004-11-04,8161
351,44,Arrow,2001-03-12,7760
352,44,Arrow,1999-07-01,6447
353,44,Arrow,2004-06-03,5794
354,44,Arrow,1999-12-20,5571
355,44,Arrow,2004-12-21,4192
356,44,Arrow,2003-12-14,4148
357,44,Arrow,1996-08-01,3576
358,44,Arrow,2003-04-07,3506
359,44,Arrow,2004-11-04,3245
360,44,Arrow,2003-09-29,6068
361,44,Arrow,2005-01-06,8347
362,44,Arrow,2000-05-18,8425
363,44,Arrow,2005-01-06,8349
364,44,Arrow,2002-09-29,11007
365,44,Arrow,1997-08-05,10910
366,44,Arrow,1997-12-04,10748
367,44,Arrow,2006-06-01,10359
368,44,Arrow,2006-05-04,10357
369,44,Arrow,1991-01-01,10054
370,44,Arrow,2006-05-16,9795
371,44,Arrow,1986-06-05,9644
372,44,Arrow,1995-02-02,9374
373,44,Arrow,2002-10-03,9108
374,44,Arrow,2000-03-02,8996
375,44,Arrow,2006-08-03,8872
376,44,Arrow,2006-07-06,8870
377,44,Arrow,2006-05-04,8869
378,44,Arrow,2006-09-07,8399
379,44,Arrow,2005-06-02,8348
380,44,Arrow,2005-01-06,8350
381,44,Arrow,2005-02-03,5103
382,44,Arrow,2004-09-02,2660
383,44,Arrow,1977-12-31,813
384,44,Arrow,2004-05-06,1216
385,44,Arrow,2004-11-06,1555
386,44,Arrow,2003-01-01,1900
387,44,Arrow,2006-11-01,1906
388,44,Arrow,1985-04-01,2429
389,44,Arrow,2005-07-07,2524
390,44,Arrow,2006-01-05,2956
391,44,Arrow,1994-03-03,2981
392,44,Arrow,2006-09-14,3006
393,45,Arthur A. Levine,2001-11-01,614
394,46,Artisan,2003-11-15,9906
395,46,Artisan,2005-11-01,8219
396,47,Aspect,2004-08-01,7807
397,47,Aspect,1997-08-01,11031
398,47,Aspect,1998-01-01,7596
399,47,Aspect,2001-11-01,2658
400,47,Aspect,1994-10-01,9032
401,48,Atheneum,1974-06-01,2216
402,48,Atheneum,2011-08-30,7784
403,49,Audio Literature,1996-04-01,5763
404,50,Audio Partners,2005-06-01,3588
405,50,Audio Partners,2002-03-13,1340
406,50,Audio Partners,2006-05-05,4170
407,50,Audio Partners,2005-09-15,3585
408,51,Audio Renaissance,2005-09-30,8145
409,52,Audiogo,2005-07-13,4566
410,52,Audiogo,2005-05-26,4562
411,52,Audiogo,2005-07-26,4535
412,52,Audiogo,2006-12-07,8148
413,52,Audiogo,2006-09-07,4985
414,52,Audiogo,2005-02-01,5838
415,52,Audiogo,2004-10-15,5885
416,52,Audiogo,2006-01-11,4537
417,52,Audiogo,2004-09-20,7515
418,52,Audiogo,2003-04-07,4987
419,52,Audiogo,2005-05-03,1953
420,52,Audiogo,2006-10-09,4527
421,53,Audiotext,2005-08-11,4948
422,53,Audiotext,2005-08-11,4947
423,54,Augsburg Fortress Publishing,1997-01-01,9159
424,54,Augsburg Fortress Publishing,2005-03-24,2783
425,54,Augsburg Fortress Publishing,1980-09-01,10983
426,55,Aurum,2005-02-25,6639
427,56,Authorhouse,2006-02-14,4454
428,56,Authorhouse,1999-12-19,5786
429,57,Avon,2006-11-28,5911
430,57,Avon,2003-05-27,9238
431,57,Avon,1996-06-01,6052
432,57,Avon,1999-03-09,6055
433,57,Avon,2006-07-01,5921
434,57,Avon,2002-12-03,6168
435,57,Avon,2006-12-26,6638
436,57,Avon,2012-02-28,6844
437,57,Avon,1992-06-28,5773
438,57,Avon,1986-04-01,7090
439,57,Avon,2007-02-27,7415
440,57,Avon,2002-11-05,7625
441,57,Avon,2003-10-28,7626
442,57,Avon,2006-03-28,7872
443,57,Avon,2001-09-04,8361
444,57,Avon,2000-01-05,8362
445,57,Avon,2002-12-01,9035
446,57,Avon,2007-05-29,9184
447,57,Avon,2003-06-24,9186
448,57,Avon,2006-10-31,9235
449,57,Avon,1978-10-01,5771
450,57,Avon,2005-10-25,9239
451,57,Avon,1988-12-01,5568
452,57,Avon,2006-02-28,2366
453,57,Avon,2000-07-03,2487
454,57,Avon,2001-10-23,2836
455,57,Avon,2006-08-29,2951
456,57,Avon,2002-01-01,3014
457,57,Avon,2006-10-01,3475
458,57,Avon,2005-09-27,3477
459,57,Avon,1999-11-03,3479
460,57,Avon,1998-04-01,3888
461,57,Avon,1997-04-01,3889
462,57,Avon,2003-08-26,4139
463,57,Avon,1992-03-01,4293
464,57,Avon,1991-10-01,4316
465,57,Avon,1987-11-01,4317
466,57,Avon,2005-03-29,4666
467,57,Avon,1977-05-01,2291
468,57,Avon,2017-09-12,5700
469,57,Avon,2002-11-05,2132
470,57,Avon,2003-10-28,2128
471,57,Avon,1999-02-01,5521
472,57,Avon,1999-05-01,5275
473,57,Avon,1999-09-01,5139
474,57,Avon,2002-07-30,5022
475,57,Avon,2002-11-01,268
476,57,Avon,1989-06-01,652
477,57,Avon,1994-09-28,950
478,57,Avon,2005-09-06,998
479,57,Avon,2003-01-28,999
480,57,Avon,1997-02-01,1000
481,57,Avon,1992-07-01,1006
482,57,Avon,1990-11-01,1007
483,57,Avon,2006-10-31,1029
484,57,Avon,2004-08-31,1809
485,57,Avon,2003-10-28,2127
486,57,Avon,2006-08-29,2129
487,57,Avon,2003-01-01,9275
488,57,Avon,1985-08-01,10334
489,57,Avon,2000-09-05,10489
490,57,Avon,2006-06-27,9667
491,57,Avon,2020-03-31,9669
492,57,Avon,2006-06-27,9894
493,57,Avon,2004-11-30,9895
494,57,Avon,2003-03-01,9896
495,57,Avon,2004-01-01,9897
496,57,Avon,2000-03-07,10147
497,57,Avon,2005-03-01,10212
498,57,Avon,1984-02-01,10271
499,57,Avon,1971-11-01,10333
500,57,Avon,2005-08-30,4671
501,57,Avon,2004-09-10,10353
502,57,Avon,2005-06-28,10490
503,57,Avon,1997-10-01,10562
504,57,Avon,2002-09-01,10587
505,57,Avon,2007-01-30,9654
506,57,Avon,2005-10-01,9628
507,57,Avon,2006-07-25,5021
508,57,Avon,2004-03-30,9486
509,57,Avon,2003-01-01,9277
510,57,Avon,2004-01-01,9278
511,57,Avon,2004-01-01,9279
512,57,Avon,1994-02-24,9304
513,57,Avon,2005-10-25,9364
514,57,Avon,2003-01-01,9276
515,57,Avon,2005-05-24,9366
516,57,Avon,2001-05-01,9365
517,57,Avon,2002-04-30,9411
518,57,Avon,2002-03-04,9627
519,57,Avon,2003-03-25,9368
520,57,Avon,2003-11-25,9369
521,58,BBC Audiobooks,1995-09-15,11108
522,58,BBC Audiobooks,2002-07-29,2733
523,58,BBC Audiobooks,2005-08-01,4231
524,58,BBC Audiobooks,2002-03-04,4272
525,58,BBC Audiobooks,2006-09-08,4534
526,58,BBC Audiobooks,2001-11-05,4546
527,58,BBC Audiobooks,1998-04-06,4565
528,58,BBC Audiobooks,2005-06-20,8128
529,58,BBC Audiobooks,2005-02-07,10841
530,58,BBC Audiobooks,2003-10-06,4278
531,59,BBC Audiobooks America,2005-11-30,3572
532,60,BBC Physical Audio,2005-03-30,5478
533,60,BBC Physical Audio,1996-04-01,5477
534,60,BBC Physical Audio,2004-02-02,10529
535,60,BBC Physical Audio,1995-10-02,5479
536,60,BBC Physical Audio,2002-05-07,5586
537,61,BBC Worldwide,2004-09-20,637
538,62,Babel,2001-10-27,3981
539,62,Babel,2001-01-01,6586
540,62,Babel,1999-12-29,7065
541,63,Back Bay Books,2000-06-01,1978
542,63,Back Bay Books,1998-11-01,2474
543,63,Back Bay Books,2004-05-01,2488
544,63,Back Bay Books,2006-09-07,3844
545,63,Back Bay Books,2000-05-01,1508
546,63,Back Bay Books,1992-06-15,4081
547,63,Back Bay Books,1985-04-30,181
548,63,Back Bay Books,1993-06-30,656
549,63,Back Bay Books,1999-03-30,1495
550,63,Back Bay Books,2001-01-30,1466
551,63,Back Bay Books,2001-01-30,1465
552,63,Back Bay Books,2001-01-30,1463
553,63,Back Bay Books,2004-05-04,1281
554,63,Back Bay Books,2002-01-07,793
555,63,Back Bay Books,2007-01-02,4281
556,63,Back Bay Books,1998-02-02,1894
557,63,Back Bay Books,2001-01-04,4515
558,63,Back Bay Books,2002-04-12,5484
559,63,Back Bay Books,2003-09-01,10092
560,63,Back Bay Books,1993-06-01,5485
561,63,Back Bay Books,2002-02-05,5740
562,63,Back Bay Books,2007-04-03,9956
563,63,Back Bay Books,1994-06-01,9464
564,63,Back Bay Books,2005-10-17,4507
565,63,Back Bay Books,2001-09-19,9437
566,63,Back Bay Books,2005-09-13,7505
567,63,Back Bay Books,2000-09-20,8054
568,63,Back Bay Books,2002-08-30,8053
569,63,Back Bay Books,1982-01-30,8052
570,63,Back Bay Books,2003-07-15,7657
571,63,Back Bay Books,2002-07-02,7634
572,63,Back Bay Books,2000-03-01,7571
573,63,Back Bay Books,2007-03-01,8304
574,63,Back Bay Books,2004-04-20,4397
575,63,Back Bay Books,2006-11-03,9447
576,63,Back Bay Books,2002-04-10,4280
577,63,Back Bay Books,1998-09-23,10195
578,63,Back Bay Books,2005-08-30,1895
579,63,Back Bay Books,1992-04-15,10552
580,63,Back Bay Books,1992-05-15,10551
581,63,Back Bay Books,2002-06-03,10550
582,63,Back Bay Books,1992-05-15,10549
583,63,Back Bay Books,2002-02-05,10548
584,64,Backinprint.Com,2000-06-01,7006
585,64,Backinprint.Com,2000-05-01,7009
586,64,Backinprint.Com,2000-11-01,7673
587,65,Ballantine Books,2004-08-03,3088
588,65,Ballantine Books,2004-09-30,3032
589,65,Ballantine Books,1997-06-23,2982
590,65,Ballantine Books,1998-04-07,2935
591,65,Ballantine Books,2003-09-30,2863
592,65,Ballantine Books,1985-10-04,3163
593,65,Ballantine Books,2003-11-04,3185
594,65,Ballantine Books,1994-01-03,2754
595,65,Ballantine Books,1997-07-08,2743
596,65,Ballantine Books,1997-09-10,3129
597,65,Ballantine Books,1997-09-10,3130
598,65,Ballantine Books,1989-11-29,1072
599,65,Ballantine Books,2000-10-31,1068
600,65,Ballantine Books,2001-11-27,1155
601,65,Ballantine Books,2001-02-27,1142
602,65,Ballantine Books,1981-10-12,10927
603,65,Ballantine Books,1987-10-12,10928
604,65,Ballantine Books,1989-08-01,1053
605,65,Ballantine Books,1988-11-27,10929
606,65,Ballantine Books,2007-06-01,10974
607,65,Ballantine Books,2006-06-30,10984
608,65,Ballantine Books,1998-04-01,11006
609,65,Ballantine Books,1997-10-15,11063
610,65,Ballantine Books,2001-10-30,11064
611,65,Ballantine Books,1988-06-01,1055
612,65,Ballantine Books,1998-12-01,1052
613,65,Ballantine Books,1995-09-11,2548
614,65,Ballantine Books,2002-03-19,844
615,65,Ballantine Books,2003-09-01,1848
616,65,Ballantine Books,2003-03-04,1851
617,65,Ballantine Books,1996-09-29,2728
618,65,Ballantine Books,2006-12-26,2594
619,65,Ballantine Books,2006-03-28,1852
620,65,Ballantine Books,1998-04-29,1854
621,65,Ballantine Books,2006-01-31,1904
622,65,Ballantine Books,2000-10-10,1973
623,65,Ballantine Books,1992-06-01,2039
624,65,Ballantine Books,1972-08-12,2042
625,65,Ballantine Books,2002-02-05,2067
626,65,Ballantine Books,2006-04-25,2073
627,65,Ballantine Books,1989-01-13,2133
628,65,Ballantine Books,1999-04-07,2134
629,65,Ballantine Books,1998-11-28,2330
630,65,Ballantine Books,2005-10-01,2365
631,65,Ballantine Books,2006-12-26,2404
632,65,Ballantine Books,1976-04-12,2441
633,65,Ballantine Books,1976-06-01,2442
634,65,Ballantine Books,1998-10-13,2539
635,65,Ballantine Books,2006-05-30,2542
636,65,Ballantine Books,2006-04-25,1847
637,65,Ballantine Books,2002-03-26,985
638,65,Ballantine Books,2006-07-18,1846
639,65,Ballantine Books,2001-05-01,1494
640,65,Ballantine Books,2005-12-27,750
641,65,Ballantine Books,2006-10-31,706
642,65,Ballantine Books,2006-09-26,2581
643,65,Ballantine Books,2006-07-25,337
644,65,Ballantine Books,2004-12-28,323
645,65,Ballantine Books,1990-05-13,221
646,65,Ballantine Books,2002-01-29,207
647,65,Ballantine Books,1998-10-27,160
648,65,Ballantine Books,2006-01-28,97
649,65,Ballantine Books,1996-09-29,74
650,65,Ballantine Books,1990-08-28,39
651,65,Ballantine Books,2012-09-25,22
652,65,Ballantine Books,2006-01-01,1282
653,65,Ballantine Books,2005-03-01,1283
654,65,Ballantine Books,2005-06-28,1306
655,65,Ballantine Books,2002-12-03,1328
656,65,Ballantine Books,1997-06-23,1330
657,65,Ballantine Books,1997-06-23,1331
658,65,Ballantine Books,1997-06-23,1332
659,65,Ballantine Books,2001-07-31,1487
660,65,Ballantine Books,2000-05-12,1490
661,65,Ballantine Books,1994-07-01,1569
662,65,Ballantine Books,2001-10-02,667
663,65,Ballantine Books,1996-08-27,4133
664,65,Ballantine Books,2006-09-26,10822
665,65,Ballantine Books,2002-02-26,7025
666,65,Ballantine Books,2005-08-30,7024
667,65,Ballantine Books,2005-04-15,6947
668,65,Ballantine Books,2005-08-30,6938
669,65,Ballantine Books,2004-08-01,6853
670,65,Ballantine Books,2006-10-31,6754
671,65,Ballantine Books,1999-05-01,6706
672,65,Ballantine Books,2006-04-25,7029
673,65,Ballantine Books,2004-12-22,6667
674,65,Ballantine Books,2003-08-26,6589
675,65,Ballantine Books,1990-05-19,6498
676,65,Ballantine Books,1982-12-12,6454
677,65,Ballantine Books,2007-03-01,6449
678,65,Ballantine Books,2005-04-26,6444
679,65,Ballantine Books,1993-03-02,6442
680,65,Ballantine Books,1999-10-01,6412
681,65,Ballantine Books,1997-02-01,6608
